Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total ('000),Share of workforce
2014,1324,Policy and Planning Managers,1,25,23.23114876,0.002169525
2014,1325,Research and Development Managers,1,1.7,11.51101355,0.001074998
2014,1331,Construction Managers,1,9.5,81.81939997,0.007641
2014,1332,Engineering Managers,1,25,21.66231594,0.002023014
2014,1333,"Importers, Exporters and Wholesalers",1,23.9,22.03931879,0.002058221
2014,1334,Manufacturers,1,3,17.88957236,0.001670682
2014,1335,Production Managers,1,5.5,53.62949838,0.005008384
2014,1336,"Supply, Distribution and Procurement Managers",1,59,34.47397144,0.003219476
2014,1341,Child Care Centre Managers,1,1.5,11.06248922,0.001033111
2014,1342,Health and Welfare Services Managers,1,5,21.67575611,0.002024269
2014,1343,School Principals,1,0.7,25.46165839,0.002377829
2014,1351,ICT Managers,1,3.5,53.71218225,0.005016106
2014,1391,Commissioned Officers (Management),1,25,1.500286668,0.00014011
2014,1399,Other Specialist Managers,1,13.1,46.86009999,0.0043762
2014,1411,Cafe and Restaurant Managers,2,8.3,60.45060933,0.005645399
2014,1413,Hotel and Motel Managers,2,0.4,17.52980431,0.001637084
2014,1414,Licensed Club Managers,2,25,7.393952883,0.000690511
2014,1419,Other Accommodation and Hospitality Managers,2,26.1,7.299955645,0.000681733
2014,1421,Retail Managers,2,16.1,232.5846709,0.02172076
2014,1491,"Amusement, Fitness and Sports Centre Managers",2,23.7,11.62894809,0.001086011
2014,1492,Call or Contact Centre and Customer Service Managers,2,49.9,34.94922459,0.00326386
2014,1493,Conference and Event Organisers,2,4.9,23.53071431,0.002197501
2014,1494,Transport Services Managers,2,59,19.37262874,0.001809183
2014,1499,"Other Hospitality, Retail and Service Managers",2,26.4,64.6204234,0.006034812
2014,2111,"Actors, Dancers and Other Entertainers",1,21.4,6.047895243,0.000564805
2014,2112,Music Professionals,1,5.2,11.5380361,0.001077521
2014,2113,Photographers,1,2.1,12.08660223,0.001128751
2014,2121,"Artistic Directors, and Media Producers and Presenters",1,10,12.22982112,0.001142126
2014,2122,"Authors, and Book and Script Editors",1,38.5,8.680585018,0.000810668
2014,2123,"Film, Television, Radio and Stage Directors",1,8.5,10.43151887,0.000974185
2014,2124,Journalists and Other Writers,1,17,24.13823806,0.002254237
2014,2211,Accountants,1,94.3,183.9083444,0.017174945
2014,2212,"Auditors, Company Secretaries and Corporate Treasurers",1,76.3,18.94566219,0.001769309
2014,2221,Financial Brokers,2,36,24.5021756,0.002288224
2014,2222,Financial Dealers,1,20.5,18.19531758,0.001699235
2014,2223,Financial Investment Advisers and Managers,1,43.8,47.10145755,0.00439874
2014,2231,Human Resource Professionals,1,24.8,55.33443076,0.005167606
2014,2232,ICT Trainers,1,1.4,3.279177545,0.000306238
2014,2233,Training and Development Professionals,1,1.4,25.70350632,0.002400415
2014,2241,"Actuaries, Mathematicians and Statisticians",1,11.9,4.361140775,0.000407281
2014,2242,"Archivists, Curators and Records Managers",1,56,7.946592628,0.000742121
2014,2243,Economists,1,43,4.14908215,0.000387477
2014,2245,Land Economists and Valuers,1,67.6,9.993356425,0.000933266
2014,2246,Librarians,1,59.5,10.92525907,0.001020295
2014,2247,Management and Organisation Analysts,1,10.9,55.85300917,0.005216035
2014,2249,Other Information and Organisation Professionals,1,35.2,23.53889916,0.002198265
2014,2251,Advertising and Marketing Professionals,1,58.2,54.81442643,0.005119043
2014,2252,ICT Sales Professionals,1,15.1,13.68393288,0.001277924
2014,2253,Public Relations Professionals,1,18,18.08178655,0.001688633
2014,2254,Technical Sales Representatives,1,21.7,27.16924898,0.002537298
2014,2311,Air Transport Professionals,1,25.5,13.532183,0.001263752
2014,2312,Marine Transport Professionals,1,20,8.846821595,0.000826192
2014,2321,Architects and Landscape Architects,1,2.2,25.45322475,0.002377041
2014,2322,Surveyors and Spatial Scientists,1,48.7,13.53533715,0.001264046
2014,2323,"Fashion, Industrial and Jewellery Designers",1,3.1,9.834028225,0.000918386
2014,2324,"Graphic and Web Designers, and Illustrators",1,7.3,49.08253421,0.00458375
2014,2325,Interior Designers,1,15.1,9.30891744,0.000869347
2014,2326,Urban and Regional Planners,1,13,10.50165092,0.000980735
2014,2332,Civil Engineering Professionals,1,1.9,42.39038417,0.003958779
2014,2333,Electrical Engineers,1,10,20.99361045,0.001960564
2014,2334,Electronics Engineers,1,12.9,6.268803853,0.000585435
2014,2335,"Industrial, Mechanical and Production Engineers",1,2.1,28.68403142,0.002678762
2014,2336,Mining Engineers,1,12,11.2045482,0.001046377
2014,2339,Other Engineering Professionals,1,2.2,7.440928365,0.000694898
2014,2341,Agricultural and Forestry Scientists,1,1.1,7.918110808,0.000739461
2014,2342,"Chemists, and Food and Wine Scientists",1,6.6,7.232393315,0.000675423
2014,2343,Environmental Scientists,1,8.6,23.7028242,0.002213574
2014,2344,"Geologists, Geophysicists and Hydrogeologists",1,53.2,11.30988654,0.001056215
2014,2345,Life Scientists,1,4.3,9.465484508,0.000883968
2014,2346,Medical Laboratory Scientists,1,59.8,18.86536044,0.00176181
2014,2347,Veterinarians,1,3.8,9.583782623,0.000895016
2014,2349,Other Natural and Physical Science Professionals,1,16.1,8.254580978,0.000770884
2014,2412,Primary School Teachers,1,5.7,150.695707,0.014073263
2014,2414,Secondary School Teachers,1,0.8,122.2722295,0.011418834
2014,2415,Special Education Teachers,1,1.1,20.99622014,0.001960808
2014,2422,Vocational Education Teachers,1,5.3,33.57826073,0.003135827
2014,2492,Private Tutors and Teachers,1,11.9,33.4687568,0.003125601
2014,2512,Medical Imaging Professionals,1,30.2,18.9061286,0.001765617
2014,2513,Occupational and Environmental Health Professionals,1,12,26.00873825,0.00242892
2014,2514,Optometrists and Orthoptists,1,14,5.930276685,0.00055382
2014,2515,Pharmacists,1,1.2,24.30604677,0.002269908
2014,2521,Chiropractors and Osteopaths,1,0.8,4.824069775,0.000450513
2014,2522,Complementary Health Therapists,1,2.5,5.264305083,0.000491626
2014,2523,Dental Practitioners,1,0.5,11.80454211,0.00110241
2014,2524,Occupational Therapists,1,0.8,12.68299261,0.001184447
2014,2525,Physiotherapists,1,2.1,21.19212354,0.001979103
2014,2526,Podiatrists,1,0.8,5.059697035,0.000472518
2014,2611,ICT Business and Systems Analysts,1,0.7,29.35610845,0.002741526
2014,2613,Software and Applications Programmers,1,27.3,82.28243518,0.007684242
2014,2621,"Database and Systems Administrators, and ICT Security Specialists",1,3,40.48105035,0.003780469
2014,2631,Computer Network Professionals,1,3,27.64831418,0.002582038
2014,2633,Telecommunications Engineering Professionals,1,2.5,10.27462828,0.000959533
2014,2711,Barristers,1,3.5,9.913277055,0.000925787
2014,2712,Judicial and Other Legal Professionals,1,11.8,10.51403834,0.000981891
2014,2713,Solicitors,1,3.5,58.81817109,0.005492947
2014,2721,Counsellors,1,5.2,19.57804823,0.001828367
2014,2722,Ministers of Religion,1,1.3,18.85660557,0.001760992
2014,2723,Psychologists,1,0.5,23.47364839,0.002192171
2014,2724,Social Professionals,1,24.6,9.934565193,0.000927775
2014,2725,Social Workers,1,3.7,33.68841172,0.003146114
2014,2726,"Welfare, Recreation and Community Arts Workers",1,3.7,22.3346565,0.002085803
2014,3112,Medical Technicians,2,61.7,26.96075887,0.002517828
2014,3113,Primary Products Inspectors,2,33.7,3.105976848,0.000290063
2014,3114,Science Technicians,2,55,12.77493894,0.001193034
2014,3121,"Architectural, Building and Surveying Technicians",2,45.3,58.68545235,0.005480553
2014,3122,Civil Engineering Draftspersons and Technicians,2,63,10.56523449,0.000986673
2014,3123,Electrical Engineering Draftspersons and Technicians,2,77.3,9.823061063,0.000917362
2014,3124,Electronic Engineering Draftspersons and Technicians,2,82.8,4.095593778,0.000382482
2014,3125,Mechanical Engineering Draftspersons and Technicians,2,56.1,5.36974009,0.000501473
2014,3126,Safety Inspectors,2,21.1,4.5796555,0.000427688
2014,3129,Other Building and Engineering Technicians,2,43.5,27.38924772,0.002557844
2014,3131,ICT Support Technicians,2,31,56.60672208,0.005286423
2014,3211,Automotive Electricians,3,59.2,9.78966794,0.000914244
2014,3212,Motor Mechanics,3,65.1,103.5313183,0.009668646
2014,3223,Structural Steel and Welding Trades Workers,3,83.2,73.53703919,0.006867522
2014,3231,Aircraft Maintenance Engineers,3,52.4,12.00118189,0.001120774
2014,3232,Metal Fitters and Machinists,3,64.4,118.1585458,0.011034663
2014,3233,Precision Metal Trades Workers,3,55.8,5.810734288,0.000542656
2014,3234,Toolmakers and Engineering Patternmakers,3,79,5.00855665,0.000467742
2014,3241,Panelbeaters,3,80.7,16.23001387,0.001515698
2014,3242,Vehicle Body Builders and Trimmers,3,68.2,7.26566493,0.00067853
2014,3243,Vehicle Painters,3,79.6,8.555080305,0.000798947
2014,3311,Bricklayers and Stonemasons,3,83.1,27.1490459,0.002535412
2014,3312,Carpenters and Joiners,3,72,125.9673324,0.011763914
2014,3321,Floor Finishers,3,80.6,9.635815483,0.000899875
2014,3322,Painting Trades Workers,3,75.2,44.33690545,0.004140562
2014,3331,Glaziers,3,73,8.870462983,0.0008284
2014,3332,Plasterers,3,77.5,33.69515933,0.003146744
2014,3333,Roof Tilers,3,90,6.430494805,0.000600535
2014,3334,Wall and Floor Tilers,3,80.6,17.64282316,0.001647639
2014,3341,Plumbers,3,40.3,79.99944977,0.007471038
2014,3411,Electricians,3,27.7,134.3819063,0.01254974
2014,3421,Airconditioning and Refrigeration Mechanics,3,56.3,22.85655036,0.002134542
2014,3422,Electrical Distribution Trades Workers,3,7.3,11.71223946,0.00109379
2014,3423,Electronics Trades Workers,3,47.9,35.13253875,0.003280979
2014,3424,Telecommunications Trades Workers,3,44.8,23.41801926,0.002186976
2014,3511,Bakers and Pastrycooks,3,89,28.89372467,0.002698345
2014,3512,Butchers and Smallgoods Makers,3,86.4,19.0782798,0.001781694
2014,3513,Chefs,2,52.2,81.60451016,0.007620932
2014,3514,Cooks,3,86.2,33.63316347,0.003140954
2014,3611,Animal Attendants and Trainers,3,73.9,15.95844009,0.001490337
2014,3612,Shearers,3,61.8,6.045821193,0.000564611
2014,3621,Florists,3,40,5.4067256,0.000504927
2014,3622,Gardeners,3,66,72.8922683,0.006807308
2014,3623,Greenkeepers,3,66,16.27842848,0.00152022
2014,3911,Hairdressers,3,15.8,60.30094883,0.005631422
2014,3921,Print Finishers and Screen Printers,3,90.1,4.160001215,0.000388497
2014,3922,Graphic Pre-press Trades Workers,3,74.8,2.549584603,0.000238102
2014,3923,Printers,3,83,13.79686467,0.00128847
2014,3931,Canvas and Leather Goods Makers,3,69.9,2.611802088,0.000243913
2014,3932,Clothing Trades Workers,3,80.9,6.516651465,0.000608581
2014,3933,Upholsterers,3,39,2.384842935,0.000222717
2014,3941,Cabinetmakers,3,91.3,30.08367118,0.002809472
2014,3942,Wood Machinists and Other Wood Trades Workers,3,90.7,5.961152483,0.000556704
2014,3991,Boat Builders and Shipwrights,3,76,4.844861113,0.000452455
2014,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,9.674574418,0.000903495
2014,3995,Performing Arts Technicians,3,49.6,11.5402292,0.001077726
2014,3996,Signwriters,3,93.3,6.583541925,0.000614828
2014,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,15.29724689,0.001428589
2014,4111,Ambulance Officers and Paramedics,2,49.4,13.91746984,0.001299733
2014,4112,"Dental Hygienists, Technicians and Therapists",2,67,6.339536848,0.000592041
2014,4113,Diversional Therapists,3,9.1,4.738550423,0.000442527
2014,4114,Enrolled and Mothercraft Nurses,2,5.8,21.3115926,0.00199026
2014,4116,Massage Therapists,2,27.2,14.22425259,0.001328383
2014,4117,Welfare Support Workers,2,12.7,57.33363623,0.005354309
2014,4211,Child Carers,4,8.4,133.7355313,0.012489376
2014,4221,Education Aides,4,56,79.80837215,0.007453193
2014,4231,Aged and Disabled Carers,4,55,133.4038496,0.0124584
2014,4233,Nursing Support and Personal Care Workers,4,47.4,86.61164024,0.008088541
2014,4234,Special Care Workers,4,9.3,3.099546905,0.000289462
2014,4311,Bar Attendants and Baristas,4,77,85.2888628,0.007965009
2014,4312,Cafe Workers,5,92.9,22.96557437,0.002144723
2014,4314,Hotel Service Managers,3,94,7.832333665,0.000731451
2014,4315,Waiters,4,93.6,115.1534216,0.010754018
2014,4412,Fire and Emergency Workers,3,19,18.0774688,0.00168823
2014,4413,Police,2,10.4,57.44772695,0.005364964
2014,4421,Prison Officers,4,54.6,16.66404829,0.001556232
2014,4422,Security Officers and Guards,5,83.1,56.70201358,0.005295322
2014,4512,Driving Instructors,3,13,4.523173758,0.000422413
2014,4513,Funeral Workers,2,39,3.21158143,0.000299925
2014,4514,"Gallery, Museum and Tour Guides",4,61,6.516605258,0.000608577
2014,4515,Personal Care Consultants,4,35.1,4.105737915,0.000383429
2014,4516,Tourism and Travel Advisers,4,45.6,22.25753903,0.002078601
2014,4518,Other Personal Service Workers,4,51.8,16.21879342,0.001514651
2014,4521,Fitness Instructors,4,8.3,27.98416459,0.002613402
2014,4523,"Sports Coaches, Instructors and Officials",3,8.9,44.57188199,0.004162506
2014,4524,Sportspersons,3,40.3,9.664369305,0.000902542
2014,5111,"Contract, Program and Project Administrators",2,34.7,112.7833194,0.010532678
2014,5121,Office Managers,2,1.4,124.4948457,0.011626401
2014,5122,Practice Managers,2,60.2,17.72492441,0.001655306
2014,5211,Personal Assistants,3,85.1,62.46159008,0.005833201
2014,5212,Secretaries,3,95.4,54.68243256,0.005106717
2014,5311,General Clerks,4,96,243.6131792,0.022750697
2014,5321,Keyboard Operators,4,95.1,52.88576486,0.004938928
2014,5411,Call or Contact Centre Workers,3,52.3,30.66124151,0.002863411
2014,5412,Information Officers,4,95.9,71.40278325,0.006668207
2014,5421,Receptionists,4,91.6,162.6601846,0.015190609
2014,5511,Accounting Clerks,4,97.2,136.4769289,0.012745391
2014,5512,Bookkeepers,4,97.7,108.3134673,0.010115244
2014,5513,Payroll Clerks,4,97,31.72269374,0.002962538
2014,5521,Bank Workers,4,97.8,53.47773016,0.004994211
2014,5522,Credit and Loans Officers,4,90.1,28.90905773,0.002699777
2014,5523,"Insurance, Money Market and Statistical Clerks",4,92.6,30.93152013,0.002888652
2014,5612,Couriers and Postal Deliverers,5,77.8,41.20930882,0.00384848
2014,5613,Filing and Registry Clerks,5,94.5,19.18490916,0.001791652
2014,5614,Mail Sorters,5,77.2,13.960927,0.001303792
2014,5615,Survey Interviewers,5,94,2.992871253,0.0002795
2014,5619,Other Clerical and Office Support Workers,5,96.7,6.570564958,0.000613616
2014,5911,Purchasing and Supply Logistics Clerks,4,75.3,83.70344194,0.007816948
2014,5912,Transport and Despatch Clerks,4,83.5,34.27766738,0.003201144
2014,5992,Court and Legal Clerks,3,87.5,13.38215464,0.001249741
2014,5993,Debt Collectors,4,95,9.989230018,0.00093288
2014,5994,Human Resource Clerks,4,90,8.663697153,0.000809091
2014,5995,Inspectors and Regulatory Officers,4,42.8,29.98475358,0.002800235
2014,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3,96.6,4.02346659,0.000375746
2014,5999,Other Miscellaneous Clerical and Administrative Workers,4,67.3,17.85835717,0.001667767
2014,6112,Insurance Agents,3,88.5,13.77375464,0.001286312
2014,6113,Sales Representatives,4,77.9,91.83223918,0.008576085
2014,6121,Real Estate Sales Agents,3,79.5,83.16176733,0.007766362
2014,6211,Sales Assistants (General),5,91.7,522.7193434,0.048816034
2014,6212,ICT Sales Assistants,5,92.3,15.28141674,0.00142711
2014,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,32.80420764,0.003063539
2014,6214,Pharmacy Sales Assistants,5,92.3,44.78730093,0.004182624
2014,6215,Retail Supervisors,4,28,39.55283736,0.003693785
2014,6216,Service Station Attendants,5,75.5,8.88265573,0.000829539
2014,6217,Street Vendors and Related Salespersons,5,94,7.204197018,0.00067279
2014,6219,Other Sales Assistants and Salespersons,5,96.2,12.24315942,0.001143372
2014,6311,Checkout Operators and Office Cashiers,5,96.9,136.1059501,0.012710746
2014,6393,Telemarketers,5,99,9.062015128,0.000846289
2014,6394,Ticket Salespersons,5,93.2,12.52306651,0.001169512
2014,6399,Other Sales Support Workers,5,78.6,2.358019763,0.000220212
2014,7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",4,84.4,1.774330855,0.000165702
2014,7112,Industrial Spraypainters,4,79.6,6.748548873,0.000630238
2014,7113,Paper and Wood Processing Machine Operators,4,80.1,5.75184991,0.000537157
2014,7115,Plastics and Rubber Production Machine Operators,4,87.9,9.28691652,0.000867292
2014,7119,Other Machine Operators,4,75.2,8.39477823,0.000783977
2014,7121,"Crane, Hoist and Lift Operators",4,72,14.08079087,0.001314986
2014,7122,"Drillers, Miners and Shot Firers",4,75,56.74722595,0.005299545
2014,7123,Engineering Production Workers,4,81.8,18.71437572,0.00174771
2014,7129,Other Stationary Plant Operators,4,61.7,18.29517648,0.001708561
2014,7211,"Agricultural, Forestry and Horticultural Plant Operators",4,79,13.67126851,0.001276741
2014,7212,Earthmoving Plant Operators,4,93.2,50.04643714,0.004673767
2014,7213,Forklift Drivers,4,91,57.2484516,0.005346353
2014,7219,Other Mobile Plant Operators,4,82.1,13.8396274,0.001292464
2014,7311,Automobile Drivers,4,78.7,42.37010263,0.003956885
2014,7312,Bus and Coach Drivers,4,82.3,41.00532688,0.003829431
2014,7313,Train and Tram Drivers,4,75.8,12.30410994,0.001149064
2014,7321,Delivery Drivers,4,78.7,40.93936347,0.00382327
2014,7331,Truck Drivers,4,78.4,175.9032376,0.016427359
2014,7411,Storepersons,4,76.4,123.7194019,0.011553983
2014,8111,Car Detailers,5,37,14.2840754,0.00133397
2014,8112,Commercial Cleaners,5,65.5,149.0248482,0.013917224
2014,8113,Domestic Cleaners,5,69,30.36797482,0.002836023
2014,8114,Housekeepers,5,70.6,26.51506724,0.002476205
2014,8115,Laundry Workers,5,73.1,14.86732696,0.001388439
2014,8116,Other Cleaners,5,78.5,12.90520697,0.001205199
2014,8211,Building and Plumbing Labourers,5,85.8,51.76987379,0.004834717
2014,8212,Concreters,5,90,35.30246846,0.003296849
2014,8213,Fencers,4,85.6,9.697534518,0.000905639
2014,8214,Insulation and Home Improvement Installers,4,67.3,17.81877876,0.001664071
2014,8215,Paving and Surfacing Labourers,5,87.2,7.76041969,0.000724735
2014,8216,Railway Track Workers,4,87.2,5.458558168,0.000509767
2014,8217,Structural Steel Construction Workers,4,77.7,25.31376245,0.002364017
2014,8219,Other Construction and Mining Labourers,5,56.7,5.693282893,0.000531688
2014,8311,Food and Drink Factory Workers,5,74.2,30.94267691,0.002889694
2014,8312,"Meat Boners and Slicers, and Slaughterers",4,86.4,9.620742025,0.000898468
2014,8313,"Meat, Poultry and Seafood Process Workers",5,85.2,15.0734646,0.00140769
2014,8321,Packers,5,60.1,58.58876152,0.005471523
2014,8322,Product Assemblers,5,95.2,28.53665062,0.002664998
2014,8393,Product Quality Controllers,4,97,13.92563978,0.001300496
2014,8394,Timber and Wood Process Workers,5,79.4,6.569412693,0.000613508
2014,8399,Other Factory Process Workers,5,81.8,10.48818405,0.000979477
2014,8413,Forestry and Logging Workers,4,81.8,2.971955845,0.000277547
2014,8414,Garden and Nursery Labourers,5,95,32.38961766,0.003024821
2014,8415,Livestock Farm Workers,5,61.8,33.4065283,0.003119789
2014,8419,"Other Farm, Forestry and Garden Workers",5,67.5,10.77598695,0.001006354
2014,8511,Fast Food Cooks,5,82.8,33.14210964,0.003095096
2014,8512,Food Trades Assistants,5,84.3,6.068239075,0.000566704
2014,8513,Kitchenhands,5,84.3,122.2270483,0.011414615
2014,8911,Freight and Furniture Handlers,5,76.7,14.96337767,0.001397409
2014,8912,Shelf Fillers,5,64,58.0975973,0.005425654
2014,8991,Caretakers,5,66,6.159222808,0.000575201
2014,8992,Deck and Fishing Hands,4,69.4,6.270451818,0.000585589
2014,8993,Handypersons,5,65.4,39.48465767,0.003687417
2014,8994,Motor Vehicle Parts and Accessories Fitters,4,66.6,14.23535519,0.00132942
2014,8995,Printing Assistants and Table Workers,4,80.4,4.590604153,0.00042871
2014,8996,Recycling and Rubbish Collectors,5,78,3.52966603,0.000329631
2014,8997,Vending Machine Attendants,5,89.2,5.787476555,0.000540484
2014,8999,Other Miscellaneous Labourers,5,75.1,64.30154303,0.006005032
2014,1344,Other Education Managers,1,0.7,11.60039921,0.001083345
2014,1412,Caravan Park and Camping Ground Managers,2,25,4.571424815,0.000426919
2014,2114,Visual Arts and Crafts Professionals,1,16.5,8.533539905,0.000796935
2014,2244,Intelligence and Policy Analysts,1,23,19.33046438,0.001805245
2014,2491,Education Advisers and Reviewers,1,0.4,10.55188201,0.000985426
2014,2493,Teachers of English to Speakers of Other Languages,1,17.1,3.87544947,0.000361923
2014,2519,Other Health Diagnostic and Promotion Professionals,1,41.9,6.65930303,0.000621903
2014,3132,Telecommunications Technical Specialists,2,73.2,4.107210853,0.000383567
2014,3221,"Metal Casting, Forging and Finishing Trades Workers",3,92.2,3.078106793,0.00028746
2014,3222,Sheetmetal Trades Workers,3,80.7,7.896043595,0.000737401
2014,3624,Nurserypersons,3,66,3.738192375,0.000349105
2014,4517,Travel Attendants,3,35.4,10.55051355,0.000985298
2014,4522,Outdoor Adventure Guides,4,8.3,2.181707355,0.000203747
2014,5616,Switchboard Operators,5,96.1,3.67686498,0.000343377
2014,5997,Library Assistants,4,96.3,7.154100518,0.000668112
2014,6111,"Auctioneers, and Stock and Station Agents",3,34.7,2.754988815,0.000257285
2014,6395,Visual Merchandisers,4,28.4,6.664875813,0.000622424
2014,2331,Chemical and Materials Engineers,1,1.8,5.406508463,0.000504906
2014,2527,Audiologists and Speech Pathologists \ Therapists,1,0.6,7.33316984,0.000684835
2014,3111,Agricultural Technicians,2,73.1,1.7850753,0.000166706
2014,3994,Jewellers,3,95,4.85047242,0.000452979
2014,4313,Gaming Workers,4,76.9,5.185109255,0.00048423
2014,7116,Sewing Machinists,4,89,8.68689362,0.000811257
2014,4319,Other Hospitality Workers,5,66.2,3.93193469,0.000367198
2014,5991,Conveyancers and Legal Executives,2,86.5,13.00625147,0.001214636
2014,6391,Models and Sales Demonstrators,5,54.4,11.23899075,0.001049594
2014,6392,Retail and Wool Buyers,3,64.1,4.23555527,0.000395553
2014,7114,Photographic Developers and Printers,4,67.1,0.969781333,9.05665E-05
2014,3993,"Gallery, Library and Museum Technicians",2,90.7,7.29766337,0.000681519
2014,4232,Dental Assistants,4,60.1,19.07075315,0.001780991
2014,5611,Betting Clerks,5,76.9,2.229436398,0.000208204
2014,2411,Early Childhood (Pre-primary School) Teachers,1,5.1,28.92405151,0.002701177
2014,2511,Nutrition Professionals,1,0.4,4.904996165,0.000458071
2014,3613,Veterinary Nurses,3,42.6,7.558918308,0.000705917
2014,4511,Beauty Therapists,4,35.1,23.73830104,0.002216887
2014,7117,Textile and Footwear Production Machine Operators,4,71.7,1.257125015,0.000117401
2015,1111,Chief Executives and Managing Directors,1,14,57.93720092,0.005310951
2015,1112,General Managers,1,14,52.54602781,0.004816756
2015,1212,Crop Farmers,1,51,35.68886116,0.003271504
2015,1213,Livestock Farmers,1,37.4,77.31151002,0.007086943
2015,1214,Mixed Crop and Livestock Farmers,1,59,25.69264464,0.002355177
2015,1311,"Advertising, Public Relations and Sales Managers",1,1.5,127.2368701,0.01166347
2015,1321,Corporate Services Managers,1,38.9,7.50217494,0.000687705
2015,1322,Finance Managers,1,6.9,57.92449744,0.005309787
2015,1323,Human Resource Managers,1,11.3,51.3149138,0.004703903
2015,1324,Policy and Planning Managers,1,25,18.68600195,0.001712897
2015,1325,Research and Development Managers,1,1.7,9.046929445,0.000829308
2015,1331,Construction Managers,1,9.5,84.52960331,0.007748607
2015,1332,Engineering Managers,1,25,17.30721789,0.001586507
2015,1333,"Importers, Exporters and Wholesalers",1,23.9,18.98221313,0.00174005
2015,1334,Manufacturers,1,3,18.82772247,0.001725888
2015,1335,Production Managers,1,5.5,55.31749744,0.00507081
2015,1336,"Supply, Distribution and Procurement Managers",1,59,39.45602869,0.00361683
2015,1341,Child Care Centre Managers,1,1.5,11.39525859,0.001044573
2015,1342,Health and Welfare Services Managers,1,5,20.95153478,0.001920572
2015,1343,School Principals,1,0.7,21.04187755,0.001928854
2015,1344,Other Education Managers,1,0.7,11.46941081,0.001051371
2015,1351,ICT Managers,1,3.5,60.14948371,0.005513745
2015,1391,Commissioned Officers (Management),1,25,1.93837767,0.000177686
2015,1399,Other Specialist Managers,1,13.1,47.97457049,0.004397703
2015,1411,Cafe and Restaurant Managers,2,8.3,67.14285165,0.006154809
2015,1412,Caravan Park and Camping Ground Managers,2,25,5.574551895,0.000511005
2015,1413,Hotel and Motel Managers,2,0.4,26.08564395,0.002391202
2015,1414,Licensed Club Managers,2,25,9.091992913,0.000833439
2015,1419,Other Accommodation and Hospitality Managers,2,26.1,7.13596846,0.000654135
2015,1421,Retail Managers,2,16.1,234.4100273,0.021487751
2015,1491,"Amusement, Fitness and Sports Centre Managers",2,23.7,13.27078348,0.001216498
2015,1492,Call or Contact Centre and Customer Service Managers,2,49.9,39.85436602,0.003653345
2015,1493,Conference and Event Organisers,2,4.9,25.2574965,0.002315288
2015,1494,Transport Services Managers,2,59,16.41670684,0.001504876
2015,1499,"Other Hospitality, Retail and Service Managers",2,26.4,67.03520213,0.006144941
2015,2111,"Actors, Dancers and Other Entertainers",1,21.4,5.06123505,0.00046395
2015,2113,Photographers,1,2.1,12.8308903,0.001176174
2015,2114,Visual Arts and Crafts Professionals,1,16.5,8.444342323,0.000774071
2015,2121,"Artistic Directors, and Media Producers and Presenters",1,10,16.07850105,0.001473874
2015,2122,"Authors, and Book and Script Editors",1,38.5,4.893337295,0.000448559
2015,2123,"Film, Television, Radio and Stage Directors",1,8.5,12.49456691,0.001145344
2015,2124,Journalists and Other Writers,1,17,24.90518352,0.002282993
2015,2211,Accountants,1,94.3,187.3585946,0.01717467
2015,2212,"Auditors, Company Secretaries and Corporate Treasurers",1,76.3,17.77117524,0.001629037
2015,2221,Financial Brokers,2,36,26.38397036,0.002418549
2015,2222,Financial Dealers,1,20.5,15.66056334,0.001435563
2015,2223,Financial Investment Advisers and Managers,1,43.8,48.09938757,0.004409144
2015,2231,Human Resource Professionals,1,24.8,58.37487609,0.005351072
2015,2233,Training and Development Professionals,1,1.4,25.04818615,0.002296101
2015,2241,"Actuaries, Mathematicians and Statisticians",1,11.9,7.618913098,0.000698406
2015,2242,"Archivists, Curators and Records Managers",1,56,7.565983098,0.000693554
2015,2243,Economists,1,43,6.222972028,0.000570443
2015,2244,Intelligence and Policy Analysts,1,23,20.58753315,0.001887205
2015,2245,Land Economists and Valuers,1,67.6,10.46251823,0.000959072
2015,2246,Librarians,1,59.5,9.284680295,0.000851102
2015,2247,Management and Organisation Analysts,1,10.9,62.48240924,0.005727598
2015,2249,Other Information and Organisation Professionals,1,35.2,20.33792661,0.001864324
2015,2251,Advertising and Marketing Professionals,1,58.2,59.56583324,0.005460243
2015,2252,ICT Sales Professionals,1,15.1,15.7075802,0.001439873
2015,2253,Public Relations Professionals,1,18,21.44993677,0.001966259
2015,2254,Technical Sales Representatives,1,21.7,26.10394464,0.00239288
2015,2311,Air Transport Professionals,1,25.5,12.98024452,0.001189865
2015,2312,Marine Transport Professionals,1,20,8.527698135,0.000781712
2015,2321,Architects and Landscape Architects,1,2.2,26.24857521,0.002406138
2015,2322,Surveyors and Spatial Scientists,1,48.7,12.63063198,0.001157817
2015,2324,"Graphic and Web Designers, and Illustrators",1,7.3,49.08138172,0.004499161
2015,2325,Interior Designers,1,15.1,10.60553529,0.000972182
2015,2326,Urban and Regional Planners,1,13,9.862839995,0.000904101
2015,2331,Chemical and Materials Engineers,1,1.8,5.829303158,0.000534357
2015,2332,Civil Engineering Professionals,1,1.9,47.46412179,0.004350911
